Price,Company,Operating System,RAM,Type,Warranty,Inches,TouchScreen,HDD,SSD,Generation,Processor Type
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
74990,ASUS,Windows11,16,ZenBook,1,14,YES,0,512.0,12,i5
176990,ASUS,Windows11,32,Gaming,1,15,NO,0,1024.0,0,Ryzen 9
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
105990,ASUS,Windows11,16,VivoBook,1,15,NO,0,512.0,13,i7
137990,APPLE,Mac,8,MacBook Air,1,13,NO,0,512.0,0,Other
70990,HP,Windows11,8,Pavilion,1,15,NO,0,512.0,12,i5
154990,ASUS,Windows10,16,Gaming,1,15,NO,0,1024.0,0,Ryzen 9
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
67990,ASUS,Windows11,16,Creator,1,15,NO,0,1024.0,0,Ryzen 5
48990,Lenovo,Windows11,8,N\A,1,15,NO,0,512.0,11,i5
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
84990,DELL,Windows11,16,Inspiron,1,14,NO,0,1024.0,13,i7
77990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 7
59990,ASUS,Windows11,8,Creator,1,15,NO,0,512.0,0,Ryzen 5
52798,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
49990,MSI,Windows11,8,N\A,1,15,NO,0,512.0,11,i5
109990,Acer,Windows11,16,Gaming,1,16,NO,0,512.0,13,i7
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
129039,HP,Windows11,16,Spectre,1,15,NO,0,512.0,12,i7
34790,HP,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
80754,HP,Windows11,16,Pavilion,1,14,NO,0,512.0,12,i5
140131,Lenovo,Windows10,16,N\A,1,15,NO,0,512.0,11,i7
55490,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
450000,MSI,Windows11,64,N\A,1,15,NO,0,2048.0,12,i9
47990,Acer,Windows11,8,Aspire,1,15,NO,0,512.0,12,i5
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
114990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,13,i7
69490,HP,Windows11,16,Pavilion,1,15,NO,0,512.0,12,i5
76990,ASUS,Windows11,16,ZenBook,1,14,NO,0,512.0,0,Ryzen 5
87990,MSI,Windows11,16,N\A,1,15,NO,0,1024.0,12,i7
209990,ASUS,Windows11,16,Gaming,1,13,NO,0,1024.0,13,i9
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
63500,MSI,Windows11,16,N\A,1,15,NO,0,512.0,11,i5
85990,MSI,Windows11,8,N\A,1,15,NO,0,512.0,12,i7
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
209990,ASUS,Windows11,16,Gaming,1,13,NO,0,1024.0,13,i9
74649,HP,Windows11,16,N\A,1,14,YES,0,512.0,12,i5
144990,ASUS,Windows11,16,Gaming,1,15,NO,0,1024.0,0,Ryzen 9
112390,DELL,Windows11,16,N\A,1,15,NO,0,512.0,12,i7
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
40690,DELL,Windows11,8,N\A,1,15,NO,0,512.0,10,i3
399990,ASUS,Windows11,32,Gaming,1,15,NO,0,4096.0,12,i9
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
69350,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,13,i5
41990,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,0,Ryzen 5
72499,HP,Windows11,16,Pavilion,1,15,NO,0,512.0,12,i5
20490,Acer,Windows11,4,Aspire,1,15,NO,0,256.0,0,Other
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
63990,DELL,Windows11,8,Inspiron,1,15,NO,0,1024.0,13,i5
222291,ASUS,Windows11,32,Gaming,1,16,NO,0,1024.0,12,i9
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
284990,ASUS,Windows11,32,Gaming,1,16,NO,0,1024.0,13,i9
85000,ASUS,Windows11,16,Creator,1,14,NO,0,512.0,13,i5
126000,HP,Windows10,8,N\A,1,15,YES,0,512.0,10,i5
99500,ASUS,Windows11,16,ZenBook,1,14,YES,0,512.0,13,i5
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
59990,MSI,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
344990,MSI,Windows11,32,N\A,1,17,NO,0,2048.0,13,i9
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
197990,ASUS,Windows10,16,ZenBook,1,15,YES,0,1024.0,8,i9
20990,Acer,Chrome,4,N\A,1,14,NO,0,,0,Other
36990,DELL,Windows10,8,Inspiron,1,15,NO,1024,,0,Ryzen 3
76500,HP,Windows11,8,Pavilion,1,15,NO,0,512.0,0,Ryzen 5
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
96990,MSI,Windows11,16,N\A,1,15,NO,0,1024.0,12,i7
64990,ASUS,Windows11,16,VivoBook,1,16,NO,0,512.0,13,i5
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
134990,Lenovo,Windows11,16,N\A,1,14,YES,0,1024.0,12,i7
35990,DELL,Windows10,8,Inspiron,1,15,NO,0,256.0,11,i3
149990,GIGABYTE,Windows11,16,AERO,1,15,NO,0,1024.0,12,i7
79990,ASUS,Windows11,16,Creator,1,16,NO,0,512.0,12,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
145790,APPLE,Mac,8,MacBook Air,1,15,NO,0,512.0,0,Other
234990,ASUS,Windows10,32,Gaming,1,15,YES,0,1024.0,0,Ryzen 9
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
109990,HP,Windows11,16,Gaming,1,16,NO,0,1024.0,0,Ryzen 7
130990,MSI,Windows11,16,N\A,1,15,NO,0,1024.0,13,i7
82850,Lenovo,Windows10,16,N\A,1,15,YES,0,512.0,5,Ryzen 7
41490,DELL,Windows11,8,Inspiron,1,15,NO,0,512.0,0,Ryzen 5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
154990,MSI,Windows11,16,N\A,1,17,NO,0,1024.0,13,i7
53490,HP,DOS,8,N\A,1,15,NO,0,512.0,11,i5
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
179990,SAMSUNG,Windows11,16,N\A,1,16,YES,0,1024.0,13,i7
53990,DELL,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
37490,DELL,Windows10,4,Inspiron,1,15,NO,0,256.0,10,i3
31990,Infinix,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
79990,MSI,Windows10,8,N\A,1,15,NO,1024,256.0,10,i7
145790,APPLE,Mac,8,MacBook Air,1,15,NO,0,512.0,0,Other
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
65990,ASUS,Windows10,8,ZenBook,1,15,NO,0,512.0,5,Ryzen 5
66989,Lenovo,Windows11,16,IdeaPad,1,15,NO,0,512.0,0,Ryzen 7
184490,HP,Windows11,32,Spectre,1,16,YES,0,1024.0,13,i7
75990,ASUS,Windows11,16,N\A,1,15,NO,0,512.0,13,i5
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
62483,Acer,Windows10,16,N\A,1,15,NO,1024,256.0,11,i5
38990,ASUS,Windows11,8,VivoBook,1,15,NO,0,512.0,0,Ryzen 5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
42990,Acer,Windows10,8,Swift,1,15,NO,0,512.0,0,Ryzen 5
45965,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,12,i3
33200,ASUS,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
112990,ASUS,Windows11,16,ZenBook,1,14,NO,0,512.0,13,i7
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
67490,HP,Windows11,8,Pavilion,1,15,NO,0,512.0,11,i5
18990,ASUS,Chrome,4,N\A,1,14,NO,0,,0,Other
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
83600,Lenovo,Windows10,8,N\A,1,15,NO,0,512.0,11,i5
76990,Acer,Windows10,8,N\A,1,15,NO,1024,256.0,0,Ryzen 7
137990,APPLE,Mac,8,MacBook Air,1,13,NO,0,512.0,0,Other
150748,Lenovo,Windows11,32,Gaming,1,16,NO,0,1024.0,0,Ryzen 7
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
94990,ASUS,Windows11,16,Creator,1,16,NO,0,512.0,12,i7
27990,Infinix,Windows11,4,InBook X1,1,15,NO,0,128.0,0,Other
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
78990,HP,Windows11,16,Pavilion,1,13,NO,0,1024.0,0,Ryzen 7
43990,ASUS,Windows11,8,VivoBook,1,15,NO,0,512.0,0,Ryzen 5
72999,HP,Windows11,16,Pavilion,1,15,NO,0,512.0,13,i5
52990,ASUS,Windows10,16,VivoBook,1,15,NO,1024,256.0,11,i5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
99890,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,12,i7
364990,ASUS,Windows11,32,Gaming,1,16,NO,0,2048.0,13,i9
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
64990,Lenovo,Windows10,8,N\A,1,15,NO,0,512.0,10,i5
44299,HP,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
209890,Lenovo,Windows11,16,Gaming,1,15,NO,0,1024.0,13,i9
77490,DELL,Windows11,16,Inspiron,1,15,YES,0,512.0,0,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
216890,Lenovo,Windows11,32,Gaming,1,15,NO,0,1024.0,13,i7
62990,Lenovo,Windows11,16,IdeaPad,1,15,NO,0,512.0,0,Ryzen 5
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
52990,DELL,Windows10,8,N\A,1,15,NO,0,512.0,11,i5
236990,ASUS,Windows10,32,Gaming,1,13,YES,0,1024.0,0,Ryzen 9
244890,Lenovo,Windows11,32,Gaming,1,15,NO,0,1024.0,13,i7
122990,SAMSUNG,Windows11,16,N\A,1,15,YES,0,512.0,13,i7
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
114990,Acer,Windows11,16,Swift,1,16,NO,0,1024.0,11,i7
59990,ASUS,Windows11,8,VivoBook,1,16,NO,0,1024.0,0,Ryzen 5
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
41990,Acer,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
108990,DELL,Windows10,16,XPS,1,13,NO,0,512.0,11,i5
68990,HP,Windows11,16,N\A,1,15,NO,0,512.0,13,i5
34990,Acer,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
64600,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 5
62990,HP,Windows11,8,N\A,1,15,NO,0,512.0,13,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
67990,ASUS,Windows10,8,VivoBook,1,15,NO,1024,256.0,8,i7
52990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
56976,Lenovo,Windows10,8,IdeaPad,1,15,NO,1024,256.0,10,i5
68900,ASUS,Windows11,16,N\A,1,15,NO,0,512.0,11,i5
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
58500,Acer,Windows11,8,Aspire,1,15,NO,0,512.0,11,i5
71990,ASUS,Windows11,16,VivoBook,1,15,NO,0,512.0,13,i5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
62249,HP,Windows11,8,Pavilion,1,14,NO,0,512.0,12,i5
36990,DELL,Windows10,8,N\A,1,15,NO,0,256.0,0,Ryzen 3
65500,ASUS,Windows11,16,N\A,1,15,YES,0,1024.0,0,Ryzen 5
38490,DELL,Windows11,8,N\A,1,14,NO,0,512.0,11,i3
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
71990,MSI,Windows10,16,N\A,1,15,NO,0,512.0,10,i7
125990,HP,Windows11,16,Gaming,1,16,NO,0,1024.0,11,i7
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
59990,ASUS,Windows11,16,VivoBook,1,16,NO,0,512.0,0,Ryzen 5
85990,ASUS,Windows11,16,VivoBook,1,15,NO,0,512.0,13,i5
193990,GIGABYTE,Windows11,16,AERO,1,15,NO,0,1024.0,12,i7
29990,Infinix,Windows11,8,N\A,1,14,NO,0,512.0,12,i3
93590,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 7
27990,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,256.0,0,Other
171990,ASUS,Windows11,16,Gaming,1,16,YES,0,1024.0,0,Ryzen 7
74990,ASUS,Windows11,16,VivoBook,1,15,NO,0,512.0,0,Ryzen 7
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
41999,Acer,Windows11,4,Aspire,1,15,NO,0,256.0,0,Ryzen 3
55990,Acer,Windows10,8,Aspire,1,15,NO,0,512.0,0,Ryzen 7
194990,Acer,Windows11,32,Gaming,1,16,NO,0,1024.0,13,i7
210490,ASUS,Windows11,32,Gaming,1,15,NO,0,1024.0,12,i9
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
41490,DELL,Windows11,8,N\A,1,14,NO,0,512.0,0,Other
189990,ASUS,Windows11,32,Gaming,1,15,NO,0,1024.0,12,i9
55490,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
79881,Lenovo,Windows10,8,N\A,1,15,NO,0,512.0,11,i5
87550,ASUS,Windows11,8,Gaming,1,15,NO,0,512.0,0,Ryzen 7
30999,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Athlon Dual Core
88990,ASUS,Windows11,16,Creator,1,16,NO,0,1024.0,12,i7
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
114990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,13,i7
194990,Acer,Windows11,32,Gaming,1,16,NO,0,1024.0,13,i7
87550,ASUS,Windows11,8,Gaming,1,15,NO,0,512.0,0,Ryzen 7
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
69490,Lenovo,Windows10,8,IdeaPad,1,15,NO,1024,256.0,10,i5
30999,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Athlon Dual Core
62550,ASUS,Windows11,16,VivoBook,1,14,YES,0,512.0,12,i5
53490,DELL,Windows11,8,Inspiron,1,15,NO,0,512.0,0,Other
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
78990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,12,i5
56490,MSI,Windows10,8,N\A,1,15,NO,0,512.0,10,i5
42990,DELL,Windows10,8,N\A,1,15,NO,0,512.0,0,Ryzen 5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
36990,Lenovo,Windows10,4,IdeaPad,1,15,NO,0,256.0,10,i3
131990,ASUS,Windows11,16,N\A,1,15,NO,0,1024.0,0,Ryzen 9
88990,ASUS,Windows11,16,Creator,1,16,NO,0,1024.0,12,i7
79990,ASUS,Windows11,16,N\A,1,15,NO,0,1024.0,13,i5
43990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 5
69990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,11,i5
185990,MSI,Windows11,32,N\A,1,17,NO,0,1024.0,13,i7
39490,Lenovo,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
60990,Lenovo,Windows11,16,IdeaPad,1,14,NO,0,512.0,0,Ryzen 5
86990,Lenovo,Windows11,16,IdeaPad,1,16,NO,0,512.0,13,i7
74990,Acer,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 5
50090,DELL,Windows11,8,Inspiron,1,15,NO,1024,256.0,0,Ryzen 5
16990,CHUWI,Windows11,4,N\A,1,15,NO,0,128.0,10,Other
73640,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
69990,ASUS,Windows11,16,Creator,1,15,NO,0,512.0,0,Ryzen 5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
85690,HP,Windows11,16,N\A,1,15,NO,0,512.0,12,i7
37990,Acer,Windows10,4,Aspire,1,15,NO,0,256.0,11,i3
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
202490,ALIENWARE,Windows10,16,Gaming,1,15,NO,0,1024.0,10,i7
139990,ASUS,Windows10,16,Gaming,1,14,NO,0,1024.0,0,Ryzen 9
60990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,12,i7
169990,ASUS,Windows11,16,Gaming,1,16,NO,0,1024.0,13,i9
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
55490,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,11,i5
40990,HP,Chrome,8,N\A,1,13,NO,0,256.0,0,Other
92990,ASUS,Windows11,16,ZenBook,1,14,NO,0,512.0,13,i5
57990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
85000,ASUS,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
99990,ASUS,Windows11,16,Creator,1,16,NO,0,512.0,12,i7
284990,MSI,Windows11,32,N\A,1,16,NO,0,1024.0,13,i9
45990,DELL,Windows11,8,N\A,1,15,NO,0,512.0,11,i3
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
51990,ASUS,Windows11,16,VivoBook,1,16,NO,0,512.0,0,Ryzen 5
52990,Infinix,Windows11,16,N\A,1,15,NO,0,1024.0,11,i7
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
20990,ASUS,Chrome,4,N\A,1,14,YES,0,,0,Other
49990,Acer,Windows11,8,Swift,1,14,NO,0,512.0,0,Ryzen 5
148105,Lenovo,Windows10,16,ThinkPad,1,15,NO,0,512.0,11,i7
43990,ASUS,Windows11,16,N\A,1,15,NO,0,512.0,0,Ryzen 5
55490,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
61990,DELL,Linux/Ubuntu,8,N\A,1,15,NO,0,512.0,11,i5
135990,MSI,Windows10,16,N\A,1,15,YES,0,1024.0,11,i7
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
59990,MSI,Windows11,16,N\A,1,15,NO,0,512.0,0,Ryzen 7
39990,ASUS,Windows11,8,VivoBook,1,15,NO,0,512.0,0,Ryzen 3
165990,SAMSUNG,Windows11,16,N\A,1,16,NO,0,1024.0,13,i7
79800,HP,Windows10,8,N\A,1,15,NO,0,512.0,10,i5
138990,HP,Windows11,16,Spectre,1,13,YES,0,1024.0,13,i7
37990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
114990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,13,i7
89990,ASUS,Windows11,16,Creator,1,14,NO,0,512.0,13,i5
55990,HP,Windows11,8,N\A,1,15,NO,0,512.0,5,Ryzen 5
57990,HP,Windows11,16,N\A,1,16,NO,0,512.0,11,i5
58990,HP,Windows11,8,N\A,1,16,NO,0,512.0,11,i5
59990,MSI,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
109990,MSI,Windows11,16,N\A,1,14,NO,0,1024.0,13,i7
104990,Lenovo,Windows10,16,Gaming,1,15,NO,1024,128.0,7,i7
47499,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 5
32990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
63990,HP,Windows11,8,N\A,1,15,NO,0,512.0,12,i5
129990,Acer,Windows11,16,N\A,1,15,YES,0,1024.0,12,i7
71990,ASUS,Windows10,8,N\A,1,15,NO,0,512.0,10,i5
55490,Lenovo,Windows11,8,IdeaPad,1,15,NO,0,512.0,11,i5
57990,HP,Windows11,16,N\A,1,14,NO,0,512.0,0,Ryzen 7
64990,Acer,Windows10,8,Swift,1,15,NO,0,512.0,8,i5
93860,HP,Windows11,16,Envy,1,15,YES,0,512.0,11,i7
131990,DELL,Windows11,16,N\A,1,15,NO,0,512.0,0,i7
80490,HP,Windows11,16,Pavilion,1,14,NO,0,512.0,13,i5
40990,MSI,Windows11,8,N\A,1,14,NO,0,512.0,0,Ryzen 5
114990,Lenovo,Windows11,16,N\A,1,15,NO,0,512.0,13,i7
109990,DELL,Windows11,16,N\A,1,15,YES,0,512.0,13,i7
139990,DELL,Windows11,16,XPS,1,13,YES,0,512.0,12,i5
37990,HP,Windows11,8,N\A,1,15,NO,0,512.0,0,Ryzen 3
59990,MSI,Windows11,16,N\A,1,15,NO,0,512.0,0,Ryzen 7
133990,Lenovo,Windows11,16,N\A,1,14,NO,0,512.0,12,i7
169990,MSI,Windows11,16,N\A,1,16,NO,0,1024.0,13,i7
